R_fighter,B_fighter,title_bout,date,weight_class,Winner
Jason MacDonald,Jason Lambert,False,2008-09-06,Middleweight,Red
Dong Hyun Kim,Matt Brown,False,2008-09-06,Welterweight,Red
Rich Franklin,Matt Hamill,False,2008-09-06,LightHeavyweight,Red
Kurt Pellegrino,Thiago Tavares,False,2008-09-06,Lightweight,Red
Nate Marquardt,Martin Kampmann,False,2008-09-06,Middleweight,Red
Dan Henderson,Rousimar Palhares,False,2008-09-06,Middleweight,Red
Ryo Chonan,Roan Carneiro,False,2008-09-06,Welterweight,Red
Rob Emerson,Manvel Gamburyan,False,2008-08-09,Lightweight,Red
Demian Maia,Jason MacDonald,False,2008-08-09,Middleweight,Red
Jon Jones,Andre Gusmao,False,2008-08-09,LightHeavyweight,Red
Kenny Florian,Roger Huerta,False,2008-08-09,Lightweight,Red
Tamdan McCrory,Luke Cummo,False,2008-08-09,Welterweight,Red
Brock Lesnar,Heath Herring,False,2008-08-09,Heavyweight,Red
Georges St-Pierre,Jon Fitch,True,2008-08-09,Welterweight,Red
Cheick Kongo,Dan Evensen,False,2008-08-09,Heavyweight,Red
Ben Saunders,Ryan Thomas,False,2008-08-09,Welterweight,Red
Chris Wilson,Steve Bruno,False,2008-08-09,Welterweight,Red
Brandon Vera,Reese Andy,False,2008-07-19,LightHeavyweight,Red
Anderson Silva,James Irvin,False,2008-07-19,LightHeavyweight,Red
Cain Velasquez,Jake O'Brien,False,2008-07-19,Heavyweight,Red
Tim Credeur,Cale Yarbrough,False,2008-07-19,Middleweight,Red
Rory Markham,Brodie Farber,False,2008-07-19,Welterweight,Red
CB Dollaway,Jesse Taylor,False,2008-07-19,Middleweight,Red
Frankie Edgar,Hermes Franca,False,2008-07-19,Lightweight,Red
Nate Loughran,Johnny Rees,False,2008-07-19,Middleweight,Red
Kevin Burns,Anthony Johnson,False,2008-07-19,Welterweight,Red
Shannon Gugerty,Dale Hartt,False,2008-07-19,Lightweight,Red
Brad Blackburn,James Giboo,False,2008-07-19,Welterweight,Red
Joe Stevenson,Gleison Tibau,False,2008-07-05,Lightweight,Red
Patrick Cote,Ricardo Almeida,False,2008-07-05,Middleweight,Red
Melvin Guillard,Dennis Siver,False,2008-07-05,Lightweight,Red
Cole Miller,Jorge Gurgel,False,2008-07-05,Lightweight,Red
Forrest Griffin,Quinton Jackson,True,2008-07-05,LightHeavyweight,Red
Tyson Griffin,Marcus Aurelio,False,2008-07-05,Lightweight,Red
Josh Koscheck,Chris Lytle,False,2008-07-05,Welterweight,Red
Gabriel Gonzaga,Justin McCully,False,2008-07-05,Heavyweight,Red
Justin Buchholz,Corey Hill,False,2008-07-05,Lightweight,Red
Dustin Hazelett,Joshua Burkman,False,2008-06-21,Welterweight,Red
Matt Brown,Matt Arroyo,False,2008-06-21,Welterweight,Red
Kendall Grove,Evan Tanner,False,2008-06-21,Middleweight,Red
Diego Sanchez,Luigi Fioravanti,False,2008-06-21,Welterweight,Red
Matthew Riddle,Dante Rivera,False,2008-06-21,Middleweight,Red
Amir Sadollah,CB Dollaway,True,2008-06-21,Middleweight,Red
Spencer Fisher,Jeremy Stephens,False,2008-06-21,Lightweight,Red
Drew McFedries,Marvin Eastman,False,2008-06-21,Middleweight,Red
Dean Lister,Jeremy Horn,False,2008-06-21,Middleweight,Red
Rob Kimmons,Rob Yundt,False,2008-06-21,Middleweight,Red
Martin Kampmann,Jorge Rivera,False,2008-06-07,Middleweight,Red
Mike Swick,Marcus Davis,False,2008-06-07,Welterweight,Red
Michael Bisping,Jason Day,False,2008-06-07,Middleweight,Red
Fabricio Werdum,Brandon Vera,False,2008-06-07,Heavyweight,Red
Matt Wiman,Thiago Tavares,False,2008-06-07,Lightweight,Red
Thiago Alves,Matt Hughes,False,2008-06-07,Welterweight,Red
Thales Leites,Nate Marquardt,False,2008-06-07,Middleweight,Red
Kevin Burns,Roan Carneiro,False,2008-06-07,Welterweight,Red
Luiz Cane,Jason Lambert,False,2008-06-07,LightHeavyweight,Red
Paul Taylor,Jess Liaudin,False,2008-06-07,Welterweight,Red
Antoni Hardonk,Eddie Sanchez,False,2008-06-07,Heavyweight,Red
Rich Clementi,Terry Etim,False,2008-05-24,Lightweight,Red
Wanderlei Silva,Keith Jardine,False,2008-05-24,LightHeavyweight,Red
Rousimar Palhares,Ivan Salaverry,False,2008-05-24,Middleweight,Red
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,False,2008-05-24,LightHeavyweight,Red
BJ Penn,Sean Sherk,True,2008-05-24,Lightweight,Red
Lyoto Machida,Tito Ortiz,False,2008-05-24,LightHeavyweight,Red
Goran Reljic,Wilson Gouveia,False,2008-05-24,LightHeavyweight,Red
Thiago Silva,Antonio Mendes,False,2008-05-24,LightHeavyweight,Red
Yoshiyuki Yoshida,War Machine,False,2008-05-24,Welterweight,Red
Dong Hyun Kim,Jason Tan,False,2008-05-24,Welterweight,Red
Shane Carwin,Christian Wellisch,False,2008-05-24,Heavyweight,Red
Jason Day,Alan Belcher,False,2008-04-19,Middleweight,Red
Georges St-Pierre,Matt Serra,True,2008-04-19,Welterweight,Red
Mac Danzig,Mark Bocek,False,2008-04-19,Lightweight,Red
Michael Bisping,Charles McCarthy,False,2008-04-19,Middleweight,Red
Rich Franklin,Travis Lutter,False,2008-04-19,Middleweight,Red
Demian Maia,Ed Herman,False,2008-04-19,Middleweight,Red
Jason MacDonald,Joe Doerksen,False,2008-04-19,Middleweight,Red
Nate Quarry,Kalib Starnes,False,2008-04-19,Middleweight,Red
Cain Velasquez,Brad Morris,False,2008-04-19,Heavyweight,Red
Rich Clementi,Sam Stout,False,2008-04-19,Lightweight,Red
Jonathan Goulet,Kuniyoshi Hironaka,False,2008-04-19,Welterweight,Red
Matt Hamill,Tim Boetsch,False,2008-04-02,LightHeavyweight,Red
Marcus Aurelio,Ryan Roberts,False,2008-04-02,Lightweight,Red
James Irvin,Houston Alexander,False,2008-04-02,LightHeavyweight,Red
Thiago Alves,Karo Parisyan,False,2008-04-02,Welterweight,Red
Kenny Florian,Joe Lauzon,False,2008-04-02,Lightweight,Red
Gray Maynard,Frankie Edgar,False,2008-04-02,Lightweight,Red
Nate Diaz,Kurt Pellegrino,False,2008-04-02,Lightweight,Red
Josh Neer,Din Thomas,False,2008-04-02,Lightweight,Red
Clay Guida,Samy Schiavo,False,2008-04-02,Lightweight,Red
Manvel Gamburyan,Jeff Cox,False,2008-04-02,Lightweight,Red
Anthony Johnson,Tommy Speer,False,2008-04-02,Welterweight,Red
George Sotiropoulos,Roman Mitichyan,False,2008-04-02,Welterweight,Red
Josh Koscheck,Dustin Hazelett,False,2008-03-01,Welterweight,Red
Luigi Fioravanti,Luke Cummo,False,2008-03-01,Welterweight,Red
Jon Fitch,Chris Wilson,False,2008-03-01,Welterweight,Red
Chris Leben,Alessio Sakara,False,2008-03-01,Middleweight,Red
Heath Herring,Cheick Kongo,False,2008-03-01,Heavyweight,Red
Andrei Arlovski,Jake O'Brien,False,2008-03-01,Heavyweight,Red
Anderson Silva,Dan Henderson,True,2008-03-01,Middleweight,Red
Yushin Okami,Evan Tanner,False,2008-03-01,Middleweight,Red
Diego Sanchez,David Bielkheden,False,2008-03-01,Welterweight,Red
Jorge Gurgel,John Halverson,False,2008-03-01,Lightweight,Red
Nate Marquardt,Jeremy Horn,False,2008-02-02,Middleweight,Red
Ricardo Almeida,Rob Yundt,False,2008-02-02,Middleweight,Red
Antonio Rodrigo Nogueira,Tim Sylvia,True,2008-02-02,Heavyweight,Red
Marvin Eastman,Terry Martin,False,2008-02-02,Middleweight,Red
Tim Boetsch,David Heath,False,2008-02-02,LightHeavyweight,Red
Frank Mir,Brock Lesnar,False,2008-02-02,Heavyweight,Red
Tyson Griffin,Gleison Tibau,False,2008-02-02,Lightweight,Red
Chris Lytle,Kyle Bradley,False,2008-02-02,Welterweight,Red
Rob Emerson,Keita Nakamura,False,2008-02-02,Lightweight,Red
Patrick Cote,Drew McFedries,False,2008-01-23,Middleweight,Red
Nate Diaz,Alvin Robinson,False,2008-01-23,Lightweight,Red
Kurt Pellegrino,Alberto Crane,False,2008-01-23,Lightweight,Red
Thiago Tavares,Michihiro Omigawa,False,2008-01-23,Lightweight,Red
Gray Maynard,Dennis Siver,False,2008-01-23,Lightweight,Red
Corey Hill,Joe Veres,False,2008-01-23,Lightweight,Red
Jeremy Stephens,Cole Miller,False,2008-01-23,Lightweight,Red
Mike Swick,Joshua Burkman,False,2008-01-23,Welterweight,Red
Matt Wiman,Justin Buchholz,False,2008-01-23,Lightweight,Red
Marcus Davis,Jess Liaudin,False,2008-01-19,Welterweight,Red
BJ Penn,Joe Stevenson,True,2008-01-19,Lightweight,Red
Alessio Sakara,James Lee,False,2008-01-19,LightHeavyweight,Red
Antoni Hardonk,Colin Robinson,False,2008-01-19,Heavyweight,Red
Fabricio Werdum,Gabriel Gonzaga,False,2008-01-19,Heavyweight,Red
Paul Kelly,Paul Taylor,False,2008-01-19,Welterweight,Red
Jorge Rivera,Kendall Grove,False,2008-01-19,Middleweight,Red
Wilson Gouveia,Jason Lambert,False,2008-01-19,LightHeavyweight,Red
Sam Stout,Per Eklund,False,2008-01-19,Lightweight,Red
Manvel Gamburyan,Nate Mohr,False,2007-12-29,Lightweight,Red
Lyoto Machida,Rameau Thierry Sokoudjou,False,2007-12-29,LightHeavyweight,Red
Chuck Liddell,Wanderlei Silva,False,2007-12-29,LightHeavyweight,Red
Georges St-Pierre,Matt Hughes,True,2007-12-29,Welterweight,Red
Dean Lister,Jordan Radev,False,2007-12-29,Middleweight,Red
Rich Clementi,Melvin Guillard,False,2007-12-29,Lightweight,Red
James Irvin,Luiz Cane,False,2007-12-29,LightHeavyweight,Red
Eddie Sanchez,Soa Palelei,False,2007-12-29,Heavyweight,Red
Roan Carneiro,Tony DeSouza,False,2007-12-29,Welterweight,Red
Mark Bocek,Doug Evans,False,2007-12-29,Lightweight,Red
Roman Mitichyan,Dorian Price,False,2007-12-08,Welterweight,Red
War Machine,Jared Rollins,False,2007-12-08,Welterweight,Red
Troy Mandaloniz,Richie Hightower,False,2007-12-08,Welterweight,Red
Matt Arroyo,John Kolosci,False,2007-12-08,Welterweight,Red
Ben Saunders,Dan Barrera,False,2007-12-08,Welterweight,Red
Mac Danzig,Tommy Speer,True,2007-12-08,Welterweight,Red
Roger Huerta,Clay Guida,False,2007-12-08,Lightweight,Red
George Sotiropoulos,Billy Miles,False,2007-12-08,Welterweight,Red
Jonathan Goulet,Paul Georgieff,False,2007-12-08,Welterweight,Red
Ed Herman,Joe Doerksen,False,2007-11-17,Middleweight,Red
Frankie Edgar,Spencer Fisher,False,2007-11-17,Lightweight,Red
Thiago Silva,Houston Alexander,False,2007-11-17,LightHeavyweight,Red
Marcus Aurelio,Luke Caudillo,False,2007-11-17,Lightweight,Red
Joe Lauzon,Jason Reinhardt,False,2007-11-17,Lightweight,Red
Thiago Alves,Chris Lytle,False,2007-11-17,Welterweight,Red
Rashad Evans,Michael Bisping,False,2007-11-17,LightHeavyweight,Red
Karo Parisyan,Ryo Chonan,False,2007-11-17,Welterweight,Red
Akihiro Gono,Tamdan McCrory,False,2007-11-17,Welterweight,Red
Tim Sylvia,Brandon Vera,False,2007-10-20,Heavyweight,Red
Yushin Okami,Jason MacDonald,False,2007-10-20,Middleweight,Red
Joshua Burkman,Forrest Petz,False,2007-10-20,Welterweight,Red
Alvin Robinson,Jorge Gurgel,False,2007-10-20,Lightweight,Red
Anderson Silva,Rich Franklin,True,2007-10-20,Middleweight,Red
Demian Maia,Ryan Jensen,False,2007-10-20,Middleweight,Red
Stephan Bonnar,Eric Schafer,False,2007-10-20,LightHeavyweight,Red
Alan Belcher,Kalib Starnes,False,2007-10-20,Middleweight,Red
Matt Grice,Jason Black,False,2007-10-20,Lightweight,Red
Rich Clementi,Anthony Johnson,False,2007-09-22,Welterweight,Red
Jeremy Stephens,Diego Saraiva,False,2007-09-22,Lightweight,Red
Jon Fitch,Diego Sanchez,False,2007-09-22,Welterweight,Red
Forrest Griffin,Mauricio Rua,False,2007-09-22,LightHeavyweight,Red
Lyoto Machida,Kazuhiro Nakamura,False,2007-09-22,LightHeavyweight,Red
Christian Wellisch,Scott Junk,False,2007-09-22,Heavyweight,Red
Keith Jardine,Chuck Liddell,False,2007-09-22,LightHeavyweight,Red
Tyson Griffin,Thiago Tavares,False,2007-09-22,Lightweight,Red
Matt Wiman,Michihiro Omigawa,False,2007-09-22,Lightweight,Red
Kenny Florian,Din Thomas,False,2007-09-19,Lightweight,Red
Chris Leben,Terry Martin,False,2007-09-19,Middleweight,Red
Gray Maynard,Joe Veres,False,2007-09-19,Lightweight,Red
Thiago Alves,Kuniyoshi Hironaka,False,2007-09-19,Welterweight,Red
Cole Miller,Leonard Garcia,False,2007-09-19,Lightweight,Red
Luke Cummo,Edilberto de Oliveira,False,2007-09-19,Welterweight,Red
Nate Quarry,Pete Sell,False,2007-09-19,Middleweight,Red
Nate Diaz,Junior Assuncao,False,2007-09-19,Lightweight,Red
Dustin Hazelett,Jonathan Goulet,False,2007-09-19,Welterweight,Red
Houston Alexander,Alessio Sakara,False,2007-09-08,LightHeavyweight,Red
Thiago Silva,Tomasz Drwal,False,2007-09-08,LightHeavyweight,Red
Cheick Kongo,Mirko Filipovic,False,2007-09-08,Heavyweight,Red
Michael Bisping,Matt Hamill,False,2007-09-08,LightHeavyweight,Red
Dennis Siver,Naoyuki Kotani,False,2007-09-08,Lightweight,Red
Gleison Tibau,Terry Etim,False,2007-09-08,Lightweight,Red
Marcus Davis,Paul Taylor,False,2007-09-08,Welterweight,Red
Jess Liaudin,Anthony Torres,False,2007-09-08,Welterweight,Red
Quinton Jackson,Dan Henderson,True,2007-09-08,LightHeavyweight,Red
Roger Huerta,Alberto Crane,False,2007-08-25,Lightweight,Red
Renato Sobral,David Heath,False,2007-08-25,LightHeavyweight,Red
Patrick Cote,Kendall Grove,False,2007-08-25,Middleweight,Red
Randy Couture,Gabriel Gonzaga,True,2007-08-25,Heavyweight,Red
Frank Mir,Antoni Hardonk,False,2007-08-25,Heavyweight,Red
Georges St-Pierre,Josh Koscheck,False,2007-08-25,Welterweight,Red
Joe Stevenson,Kurt Pellegrino,False,2007-08-25,Lightweight,Red
Clay Guida,Marcus Aurelio,False,2007-08-25,Lightweight,Red
Thales Leites,Ryan Jensen,False,2007-08-25,Middleweight,Red
Anderson Silva,Nate Marquardt,True,2007-07-07,Middleweight,Red
Rashad Evans,Tito Ortiz,False,2007-07-07,LightHeavyweight,Draw
Kenny Florian,Alvin Robinson,False,2007-07-07,Lightweight,Red
Antonio Rodrigo Nogueira,Heath Herring,False,2007-07-07,Heavyweight,Red
Chris Lytle,Jason Gilliam,False,2007-07-07,Welterweight,Red
Sean Sherk,Hermes Franca,True,2007-07-07,Lightweight,Red
Jorge Gurgel,Diego Saraiva,False,2007-07-07,Lightweight,Red
Stephan Bonnar,Mike Nickels,False,2007-07-07,LightHeavyweight,Red
Frankie Edgar,Mark Bocek,False,2007-07-07,Lightweight,Red
Roger Huerta,Doug Evans,False,2007-06-23,Lightweight,Red
Leonard Garcia,Allen Berube,False,2007-06-23,Lightweight,Red
Gray Maynard,Rob Emerson,False,2007-06-23,Lightweight,Draw
Thales Leites,Floyd Sword,False,2007-06-23,Middleweight,Red
Nate Diaz,Manvel Gamburyan,True,2007-06-23,Lightweight,Red
BJ Penn,Jens Pulver,False,2007-06-23,Lightweight,Red
Matt Wiman,Brian Geraghty,False,2007-06-23,Lightweight,Red
Cole Miller,Andy Wang,False,2007-06-23,Lightweight,Red
Joe Lauzon,Brandon Melendez,False,2007-06-23,Lightweight,Red
Marcus Davis,Jason Tan,False,2007-06-16,Welterweight,Red
Ed Herman,Scott Smith,False,2007-06-16,Middleweight,Red
Eddie Sanchez,Colin Robinson,False,2007-06-16,Heavyweight,Red
Tyson Griffin,Clay Guida,False,2007-06-16,Lightweight,Red
Forrest Griffin,Hector Ramirez,False,2007-06-16,LightHeavyweight,Red
Dustin Hazelett,Stevie Lynch,False,2007-06-16,Welterweight,Red
Jason MacDonald,Rory Singer,False,2007-06-16,Middleweight,Red
Rich Franklin,Yushin Okami,False,2007-06-16,Middleweight,Red
Gleison Tibau,Jeff Cox,False,2007-06-12,Lightweight,Red
Drew McFedries,Jordan Radev,False,2007-06-12,Middleweight,Red
Jon Fitch,Roan Carneiro,False,2007-06-12,Welterweight,Red
Tamdan McCrory,Pete Spratt,False,2007-06-12,Welterweight,Red
Anthony Johnson,Chad Reiner,False,2007-06-12,Welterweight,Red
Forrest Petz,Luigi Fioravanti,False,2007-06-12,Welterweight,Red
Spencer Fisher,Sam Stout,False,2007-06-12,Lightweight,Red
Thiago Tavares,Jason Black,False,2007-06-12,Lightweight,Red
Nate Mohr,Luke Caudillo,False,2007-06-12,Lightweight,Red
Terry Martin,Ivan Salaverry,False,2007-05-26,Middleweight,Red
Quinton Jackson,Chuck Liddell,True,2007-05-26,LightHeavyweight,Red
Din Thomas,Jeremy Stephens,False,2007-05-26,Lightweight,Red
Thiago Silva,James Irvin,False,2007-05-26,LightHeavyweight,Red
Alan Belcher,Sean Salmon,False,2007-05-26,LightHeavyweight,Red
Karo Parisyan,Joshua Burkman,False,2007-05-26,Welterweight,Red
Kalib Starnes,Chris Leben,False,2007-05-26,Middleweight,Red
Houston Alexander,Keith Jardine,False,2007-05-26,LightHeavyweight,Red
Wilson Gouveia,Carmelo Marrero,False,2007-05-26,LightHeavyweight,Red
Lyoto Machida,David Heath,False,2007-04-21,LightHeavyweight,Red
Terry Etim,Matt Grice,False,2007-04-21,Lightweight,Red
Andrei Arlovski,Fabricio Werdum,False,2007-04-21,Heavyweight,Red
Junior Assuncao,David Lee,False,2007-04-21,Lightweight,Red
Alessio Sakara,Victor Valimaki,False,2007-04-21,LightHeavyweight,Red
Gabriel Gonzaga,Mirko Filipovic,False,2007-04-21,Heavyweight,Red
Cheick Kongo,Assuerio Silva,False,2007-04-21,Heavyweight,Red
Michael Bisping,Elvis Sinosic,False,2007-04-21,LightHeavyweight,Red
Jess Liaudin,Dennis Siver,False,2007-04-21,Welterweight,Red
Paul Taylor,Edilberto de Oliveira,False,2007-04-21,Welterweight,Red
Kendall Grove,Alan Belcher,False,2007-04-07,Middleweight,Red
Roger Huerta,Leonard Garcia,False,2007-04-07,Lightweight,Red
Yushin Okami,Mike Swick,False,2007-04-07,Middleweight,Red
Matt Serra,Georges St-Pierre,True,2007-04-07,Welterweight,Red
Josh Koscheck,Diego Sanchez,False,2007-04-07,Welterweight,Red
Heath Herring,Brad Imes,False,2007-04-07,Heavyweight,Red
Marcus Davis,Pete Spratt,False,2007-04-07,Welterweight,Red
Thales Leites,Pete Sell,False,2007-04-07,Middleweight,Red
Luke Cummo,Josh Haynes,False,2007-04-07,Welterweight,Red
Kurt Pellegrino,Nate Mohr,False,2007-04-05,Lightweight,Red
Kuniyoshi Hironaka,Forrest Petz,False,2007-04-05,Welterweight,Red
Joe Stevenson,Melvin Guillard,False,2007-04-05,Lightweight,Red
Drew Fickett,Keita Nakamura,False,2007-04-05,Welterweight,Red
Roan Carneiro,Rich Clementi,False,2007-04-05,Welterweight,Red
Kenny Florian,Dokonjonosuke Mishima,False,2007-04-05,Lightweight,Red
Justin McCully,Antoni Hardonk,False,2007-04-05,Heavyweight,Red
Wilson Gouveia,Seth Petruzelli,False,2007-04-05,LightHeavyweight,Red
Thiago Tavares,Naoyuki Kotani,False,2007-04-05,Lightweight,Red
Matt Hughes,Chris Lytle,False,2007-03-03,Welterweight,Red
Randy Couture,Tim Sylvia,True,2007-03-03,Heavyweight,Red
Jon Fitch,Luigi Fioravanti,False,2007-03-03,Welterweight,Red
Rich Franklin,Jason MacDonald,False,2007-03-03,Middleweight,Red
Gleison Tibau,Jason Dent,False,2007-03-03,Lightweight,Red
Matt Hamill,Rex Holman,False,2007-03-03,LightHeavyweight,Red
Martin Kampmann,Drew McFedries,False,2007-03-03,Middleweight,Red
Jason Lambert,Renato Sobral,False,2007-03-03,LightHeavyweight,Red
Jamie Varner,Jason Gilliam,False,2007-03-03,Lightweight,Red
Mirko Filipovic,Eddie Sanchez,False,2007-02-03,Heavyweight,Red
Terry Martin,Jorge Rivera,False,2007-02-03,Middleweight,Red
Quinton Jackson,Marvin Eastman,False,2007-02-03,LightHeavyweight,Red
Patrick Cote,Scott Smith,False,2007-02-03,Middleweight,Red
Lyoto Machida,Sam Hoger,False,2007-02-03,LightHeavyweight,Red
Anderson Silva,Travis Lutter,False,2007-02-03,Middleweight,Red
Frankie Edgar,Tyson Griffin,False,2007-02-03,Lightweight,Red
Roger Huerta,John Halverson,False,2007-02-03,Lightweight,Red
Dustin Hazelett,Diego Saraiva,False,2007-02-03,Lightweight,Red
Rashad Evans,Sean Salmon,False,2007-01-25,LightHeavyweight,Red
Jake O'Brien,Heath Herring,False,2007-01-25,Heavyweight,Red
Rich Clementi,Ross Pointon,False,2007-01-25,Welterweight,Red
Din Thomas,Clay Guida,False,2007-01-25,Lightweight,Red
Joshua Burkman,Chad Reiner,False,2007-01-25,Welterweight,Red
Ed Herman,Chris Price,False,2007-01-25,Middleweight,Red
Hermes Franca,Spencer Fisher,False,2007-01-25,Lightweight,Red
Nate Marquardt,Dean Lister,False,2007-01-25,Middleweight,Red
Gabriel Gonzaga,Carmelo Marrero,False,2006-12-30,Heavyweight,Red
Jason MacDonald,Chris Leben,False,2006-12-30,Middleweight,Red
Michael Bisping,Eric Schafer,False,2006-12-30,LightHeavyweight,Red
Keith Jardine,Forrest Griffin,False,2006-12-30,LightHeavyweight,Red
Chuck Liddell,Tito Ortiz,True,2006-12-30,LightHeavyweight,Red
Yushin Okami,Rory Singer,False,2006-12-30,Middleweight,Red
Andrei Arlovski,Marcio Cruz,False,2006-12-30,Heavyweight,Red
Thiago Alves,Tony DeSouza,False,2006-12-30,Welterweight,Red
Christian Wellisch,Anthony Perosh,False,2006-12-30,Heavyweight,Red
David Heath,Victor Valimaki,False,2006-12-13,LightHeavyweight,Red
Josh Koscheck,Jeff Joslin,False,2006-12-13,Welterweight,Red
Luigi Fioravanti,Dave Menne,False,2006-12-13,Welterweight,Red
Alan Belcher,Jorge Santiago,False,2006-12-13,Middleweight,Red
Diego Sanchez,Joe Riggs,False,2006-12-13,Welterweight,Red
Marcus Davis,Shonie Carter,False,2006-12-13,Welterweight,Red
Karo Parisyan,Drew Fickett,False,2006-12-13,Welterweight,Red
Brock Larson,Keita Nakamura,False,2006-12-13,Welterweight,Red
Logan Clark,Steve Byrnes,False,2006-12-13,Middleweight,Red
Joe Stevenson,Dokonjonosuke Mishima,False,2006-11-18,Lightweight,Red
James Irvin,Hector Ramirez,False,2006-11-18,LightHeavyweight,Red
Brandon Vera,Frank Mir,False,2006-11-18,Heavyweight,Red
Georges St-Pierre,Matt Hughes,True,2006-11-18,Welterweight,Red
Drew McFedries,Alessio Sakara,False,2006-11-18,LightHeavyweight,Red
Antoni Hardonk,Sherman Pendergarst,False,2006-11-18,Heavyweight,Red
Tim Sylvia,Jeff Monson,True,2006-11-18,Heavyweight,Red
Nick Diaz,Gleison Tibau,False,2006-11-18,Welterweight,Red
Jake O'Brien,Josh Shockman,False,2006-11-18,Heavyweight,Red
Travis Lutter,Patrick Cote,True,2006-11-11,Middleweight,Red
Martin Kampmann,Thales Leites,False,2006-11-11,Middleweight,Red
Pete Spratt,Jeremy Jackson,False,2006-11-11,Welterweight,Red
Scott Smith,Pete Sell,False,2006-11-11,Middleweight,Red
Matt Serra,Chris Lytle,True,2006-11-11,Welterweight,Red
Jorge Rivera,Edwin DeWees,False,2006-11-11,Middleweight,Red
Charles McCarthy,Gideon Ray,False,2006-11-11,Middleweight,Red
Din Thomas,Rich Clementi,False,2006-11-11,Lightweight,Red
Anderson Silva,Rich Franklin,True,2006-10-14,Middleweight,Red
Clay Guida,Justin James,False,2006-10-14,Lightweight,Red
Spencer Fisher,Dan Lauzon,False,2006-10-14,Lightweight,Red
Carmelo Marrero,Cheick Kongo,False,2006-10-14,Heavyweight,Red
Yushin Okami,Kalib Starnes,False,2006-10-14,Middleweight,Red
Kurt Pellegrino,Junior Assuncao,False,2006-10-14,Lightweight,Red
Jon Fitch,Kuniyoshi Hironaka,False,2006-10-14,Welterweight,Red
Sean Sherk,Kenny Florian,True,2006-10-14,Lightweight,Red
Matt Hamill,Seth Petruzelli,False,2006-10-10,LightHeavyweight,Red
Tito Ortiz,Ken Shamrock,False,2006-10-10,LightHeavyweight,Red
Tony DeSouza,Dustin Hazelett,False,2006-10-10,Welterweight,Red
Thiago Alves,John Alessio,False,2006-10-10,Welterweight,Red
Nate Marquardt,Crafton Wallace,False,2006-10-10,Middleweight,Red
Kendall Grove,Chris Price,False,2006-10-10,Middleweight,Red
Rory Singer,Josh Haynes,False,2006-10-10,Middleweight,Red
Jason MacDonald,Ed Herman,False,2006-10-10,Middleweight,Red
Marcus Davis,Forrest Petz,False,2006-10-10,Welterweight,Red
Joe Lauzon,Jens Pulver,False,2006-09-23,Lightweight,Red
Jorge Gurgel,Danny Abbadi,False,2006-09-23,Lightweight,Red
Eddie Sanchez,Mario Neto,False,2006-09-23,Heavyweight,Red
Melvin Guillard,Gabe Ruediger,False,2006-09-23,Lightweight,Red
Matt Hughes,BJ Penn,True,2006-09-23,Welterweight,Red
Rashad Evans,Jason Lambert,False,2006-09-23,LightHeavyweight,Red
Mike Swick,David Loiseau,False,2006-09-23,Middleweight,Red
Tyson Griffin,David Lee,False,2006-09-23,Lightweight,Red
Roger Huerta,Jason Dent,False,2006-09-23,Lightweight,Red
David Heath,Cory Walmsley,False,2006-08-26,LightHeavyweight,Red
Wilson Gouveia,Wes Combs,False,2006-08-26,LightHeavyweight,Red
Chuck Liddell,Renato Sobral,True,2006-08-26,LightHeavyweight,Red
Nick Diaz,Josh Neer,False,2006-08-26,Welterweight,Red
Cheick Kongo,Christian Wellisch,False,2006-08-26,Heavyweight,Red
Hermes Franca,Jamie Varner,False,2006-08-26,Lightweight,Red
Eric Schafer,Rob MacDonald,False,2006-08-26,LightHeavyweight,Red
Forrest Griffin,Stephan Bonnar,False,2006-08-26,LightHeavyweight,Red
Yushin Okami,Alan Belcher,False,2006-08-26,Middleweight,Red
Martin Kampmann,Crafton Wallace,False,2006-08-17,Middleweight,Red
Chris Leben,Jorge Santiago,False,2006-08-17,Middleweight,Red
Forrest Petz,Sammy Morgan,False,2006-08-17,Welterweight,Red
Joe Riggs,Jason Von Flue,False,2006-08-17,Welterweight,Red
Diego Sanchez,Karo Parisyan,False,2006-08-17,Welterweight,Red
Josh Koscheck,Jonathan Goulet,False,2006-08-17,Welterweight,Red
Jake O'Brien,Kristof Midoux,False,2006-08-17,Heavyweight,Red
Dean Lister,Yuki Sasaki,False,2006-08-17,Middleweight,Red
Anthony Torres,Pat Healy,False,2006-08-17,Welterweight,Red
Tito Ortiz,Ken Shamrock,False,2006-07-08,LightHeavyweight,Red
Tim Sylvia,Andrei Arlovski,True,2006-07-08,Heavyweight,Red
Jeff Monson,Anthony Perosh,False,2006-07-08,Heavyweight,Red
Cheick Kongo,Gilbert Aldana,False,2006-07-08,Heavyweight,Red
Frank Mir,Dan Christison,False,2006-07-08,Heavyweight,Red
Joe Stevenson,Yves Edwards,False,2006-07-08,Lightweight,Red
Hermes Franca,Joe Jordan,False,2006-07-08,CatchWeight,Red
Joshua Burkman,Josh Neer,False,2006-07-08,Welterweight,Red
Drew Fickett,Kurt Pellegrino,False,2006-07-08,Welterweight,Red
Jonathan Goulet,Luke Cummo,False,2006-06-28,Welterweight,Red
Rashad Evans,Stephan Bonnar,False,2006-06-28,LightHeavyweight,Red
Rob MacDonald,Kristian Rothaermel,False,2006-06-28,LightHeavyweight,Red
