R_fighter,B_fighter,R_wins,R_draw,R_losses,B_wins,B_draw,B_losses
Brian Foster,Brock Larson,0,0,1,3,0,2
Forrest Griffin,Tito Ortiz,7,0,4,14,0,7
Amir Sadollah,Phil Baroni,1,0,1,3,0,5
Caol Uno,Fabricio Camoes,3,0,5,0,0,0
George Sotiropoulos,Jason Dent,3,0,0,1,0,2
Randy Couture,Brandon Vera,13,0,7,7,0,3
Terry Etim,Shannon Gugerty,4,0,2,2,0,1
Michael Bisping,Denis Kang,7,0,2,1,0,1
Nick Osipczak,Matthew Riddle,1,0,0,3,0,0
John Hathaway,Paul Taylor,2,0,0,3,0,3
Matt Brown,James Wilks,3,0,1,1,0,0
Ross Pearson,Aaron Riley,1,0,0,2,0,3
Dan Hardy,Mike Swick,3,0,0,9,0,1
Alexander Gustafsson,Jared Hamman,0,0,0,0,0,0
Dennis Siver,Paul Kelly,3,0,3,3,0,1
Andre Winner,Rolando Delgado,0,0,1,1,0,1
Anthony Johnson,Yoshiyuki Yoshida,4,0,2,2,0,1
Lyoto Machida,Mauricio Rua,7,0,0,2,0,1
Ryan Bader,Eric Schafer,2,0,0,3,0,2
Joe Stevenson,Spencer Fisher,7,0,4,8,0,3
Chael Sonnen,Yushin Okami,2,0,3,7,0,1
Gleison Tibau,Josh Neer,5,0,4,4,0,5
Pat Barry,Antoni Hardonk,1,0,1,4,0,3
Cain Velasquez,Ben Rothwell,4,0,0,0,0,0
Stefan Struve,Chase Gormley,1,0,1,0,0,0
Jorge Rivera,Rob Kimmons,5,0,5,2,0,1
Kyle Kingsbury,Razak Al-Hassan,0,0,1,0,0,1
Josh Koscheck,Frank Trigg,10,0,4,2,0,3
Junior Dos Santos,Mirko Filipovic,2,0,0,2,0,2
Tyson Griffin,Hermes Franca,6,0,2,6,0,4
Vitor Belfort,Rich Franklin,7,0,4,12,0,3
Jim Miller,Steve Lopez,3,0,1,0,0,0
Efrain Escudero,Cole Miller,1,0,0,4,0,1
Paul Daley,Martin Kampmann,0,0,0,6,0,1
Nik Lentz,Rafaello Oliveira,0,0,0,0,0,0
Tomasz Drwal,Drew McFedries,2,0,1,4,0,4
Rick Story,Brian Foster,0,0,1,0,0,0
Rafael Dos Anjos,Rob Emerson,0,0,2,2,0,2
Eliot Marshall,Jason Brilz,2,0,0,2,0,0
Vladimir Matyushenko,Igor Pokrajac,3,0,2,0,0,0
CB Dollaway,Jay Silva,2,0,2,0,0,0
Brian Stann,Steve Cantwell,0,0,1,1,0,1
Jeremy Stephens,Justin Buchholz,3,0,4,1,0,2
Nate Diaz,Melvin Guillard,5,0,2,5,0,3
Nate Quarry,Tim Credeur,6,0,2,3,0,0
Gray Maynard,Roger Huerta,5,0,1,6,0,1
Carlos Condit,Jake Ellenberger,0,0,1,0,0,0
Mike Pyle,Chris Wilson,0,0,1,1,0,2
Ryan Jensen,Steve Steinbeiss,0,0,3,0,0,0
Mike Pierce,Brock Larson,0,0,0,3,0,1
Thiago Silva,Keith Jardine,4,0,1,6,0,4
Brandon Vera,Krzysztof Soszynski,6,0,3,3,0,0
Gabriel Gonzaga,Chris Tuchscherer,6,0,3,0,0,0
Antonio Rodrigo Nogueira,Randy Couture,2,0,1,13,0,6
Aaron Simpson,Ed Herman,1,0,0,4,0,4
Mike Russow,Justin McCully,0,0,0,2,0,1
Jake Rosholt,Chris Leben,0,0,1,8,0,4
Nate Marquardt,Demian Maia,7,0,2,5,0,0
Evan Dunham,Marcus Aurelio,1,0,0,2,0,3
Todd Duffee,Tim Hague,0,0,0,1,0,0
Mark Munoz,Nick Catone,0,0,1,1,0,1
Aaron Riley,Shane Nelson,1,0,3,2,0,0
BJ Penn,Kenny Florian,9,0,5,9,0,2
Kurt Pellegrino,Josh Neer,5,0,3,4,0,4
Anderson Silva,Forrest Griffin,9,0,0,7,0,3
Johny Hendricks,Amir Sadollah,0,0,0,1,0,0
John Howard,Tamdan McCrory,1,0,0,3,0,2
Alessio Sakara,Thales Leites,4,0,5,5,0,2
Ricardo Almeida,Kendall Grove,3,0,3,5,0,2
Matthew Riddle,Dan Cramer,2,0,0,1,0,0
Jesse Lennox,Danillo Villefort,0,0,0,0,0,0
George Sotiropoulos,George Roop,2,0,0,1,0,1
Jim Miller,Mac Danzig,2,0,1,2,0,2
Jon Fitch,Paulo Thiago,9,0,1,1,0,0
Brock Lesnar,Frank Mir,2,0,1,10,0,3
Mark Coleman,Stephan Bonnar,6,0,4,5,0,4
Georges St-Pierre,Thiago Alves,12,0,2,9,0,2
Yoshihiro Akiyama,Alan Belcher,0,0,0,5,0,3
Dan Henderson,Michael Bisping,4,0,2,7,0,1
Jon Jones,Jake O'Brien,2,0,0,4,0,2
Tom Lawlor,CB Dollaway,1,0,0,2,0,1
Dong Hyun Kim,TJ Grant,2,0,1,1,0,0
Shannon Gugerty,Matt Grice,1,0,1,1,0,2
Diego Sanchez,Clay Guida,9,0,2,5,0,3
Ross Pearson,Andre Winner,0,0,0,0,0,0
Tomasz Drwal,Mike Ciesnolevicz,1,0,1,1,0,0
Chris Lytle,Kevin Burns,5,0,9,2,0,1
Brad Blackburn,Edgar Garcia,2,0,0,0,0,0
Melvin Guillard,Gleison Tibau,4,0,3,5,0,3
Joe Stevenson,Nate Diaz,6,0,4,5,0,1
Nick Osipczak,Frank Lester,0,0,0,0,0,0
Jason Dent,Cameron Dollar,0,0,2,0,0,0
James Wilks,DaMarques Johnson,0,0,0,0,0,0
Mirko Filipovic,Mostapha Al-Turk,1,0,2,0,0,1
Spencer Fisher,Caol Uno,7,0,3,3,0,4
Rich Franklin,Wanderlei Silva,11,0,3,2,0,4
Dan Hardy,Marcus Davis,2,0,0,8,0,2
Mike Swick,Ben Saunders,8,0,1,3,0,0
Terry Etim,Justin Buchholz,3,0,2,1,0,1
Dennis Siver,Dale Hartt,2,0,3,1,0,1
Cain Velasquez,Cheick Kongo,3,0,0,7,0,2
Paul Kelly,Rolando Delgado,2,0,1,1,0,0
John Hathaway,Rick Story,1,0,0,0,0,0
Paul Taylor,Peter Sobotta,2,0,3,0,0,0
Stefan Struve,Denis Stojnic,0,0,1,0,0,1
Brock Larson,Mike Pyle,2,0,1,0,0,0
Tim Hague,Pat Barry,0,0,0,1,0,0
Kyle Bradley,Phillipe Nover,0,0,2,0,0,1
Lyoto Machida,Rashad Evans,6,0,0,8,0,1
Frankie Edgar,Sean Sherk,4,0,1,7,0,3
Chael Sonnen,Dan Miller,1,0,3,3,0,0
Matt Hughes,Matt Serra,15,0,5,6,0,5
Drew McFedries,Xavier Foupa-Pokam,3,0,4,0,0,1
Krzysztof Soszynski,Andre Gusmao,2,0,0,0,0,1
Yoshiyuki Yoshida,Brandon Wolff,1,0,1,0,0,1
George Roop,David Kaplan,0,0,1,0,0,1
Cheick Kongo,Antoni Hardonk,6,0,2,4,0,2
Luiz Cane,Steve Cantwell,2,0,1,1,0,0
Krzysztof Soszynski,Brian Stann,1,0,0,0,0,0
Denis Kang,Xavier Foupa-Pokam,0,0,1,0,0,0
Nate Quarry,Jason MacDonald,5,0,2,5,0,4
Sam Stout,Matt Wiman,2,0,4,4,0,2
Mauricio Rua,Chuck Liddell,1,0,1,16,0,5
Anderson Silva,Thales Leites,8,0,0,5,0,1
Ed Herman,David Loiseau,3,0,4,4,0,3
Mark Bocek,David Bielkheden,2,0,2,1,0,1
TJ Grant,Ryo Chonan,0,0,0,1,0,2
Eliot Marshall,Vinny Magalhaes,1,0,0,0,0,1
Tim Credeur,Nick Catone,2,0,0,1,0,0
Gleison Tibau,Jeremy Stephens,4,0,3,3,0,3
Tyson Griffin,Rafael Dos Anjos,5,0,2,0,0,1
Ricardo Almeida,Matt Horwich,2,0,3,0,0,1
Brock Larson,Jesse Sanders,1,0,1,0,0,0
Ryan Bader,Carmelo Marrero,1,0,0,1,0,2
Cole Miller,Junie Browning,3,0,1,1,0,0
Martin Kampmann,Carlos Condit,5,0,1,0,0,0
Rob Kimmons,Joe Vedepo,1,0,1,0,0,1
Aaron Simpson,Tim McKenzie,0,0,0,0,0,0
Jorge Rivera,Nissen Osterneck,4,0,5,0,0,0
Gray Maynard,Jim Miller,4,0,1,2,0,0
Tamdan McCrory,Ryan Madigan,2,0,2,0,0,0
Shane Carwin,Gabriel Gonzaga,2,0,0,6,0,2
Matt Brown,Pete Sell,2,0,1,2,0,4
Matt Hamill,Mark Munoz,5,0,2,0,0,0
Quinton Jackson,Keith Jardine,4,0,1,6,0,3
Kendall Grove,Jason Day,4,0,2,1,0,1
Jason Brilz,Tim Boetsch,1,0,0,2,0,1
Shane Nelson,Aaron Riley,1,0,0,1,0,2
Brandon Vera,Michael Patt,5,0,3,0,0,1
Demian Maia,Chael Sonnen,4,0,0,1,0,2
Diego Sanchez,Joe Stevenson,8,0,2,6,0,3
Evan Dunham,Per Eklund,0,0,0,1,0,1
Terry Etim,Brian Cobb,2,0,2,0,0,0
Paulo Thiago,Josh Koscheck,0,0,0,10,0,3
Nate Marquardt,Wilson Gouveia,6,0,2,6,0,2
Junior Dos Santos,Stefan Struve,1,0,0,0,0,0
Dan Hardy,Rory Markham,1,0,0,1,0,0
Mike Ciesnolevicz,Neil Grove,0,0,0,0,0,0
Paul Kelly,Troy Mandaloniz,1,0,1,1,0,0
Joe Lauzon,Jeremy Stephens,4,0,1,3,0,2
Cain Velasquez,Denis Stojnic,2,0,0,0,0,0
Matt Veach,Matt Grice,0,0,0,1,0,1
Josh Neer,Mac Danzig,3,0,4,2,0,1
Anthony Johnson,Luigi Fioravanti,3,0,2,4,0,4
Dan Miller,Jake Rosholt,2,0,0,0,0,0
Kurt Pellegrino,Rob Emerson,4,0,3,2,0,1
Gleison Tibau,Rich Clementi,3,0,3,5,0,4
Nick Catone,Derek Downey,0,0,0,0,0,0
Matthew Riddle,Steve Bruno,1,0,0,1,0,1
Thiago Tavares,Manvel Gamburyan,3,0,3,2,0,2
Clay Guida,Nate Diaz,4,0,3,5,0,0
Jon Jones,Stephan Bonnar,1,0,0,5,0,3
Georges St-Pierre,BJ Penn,11,0,2,9,0,4
Lyoto Machida,Thiago Silva,5,0,0,4,0,0
Jon Fitch,Akihiro Gono,8,0,1,1,0,1
John Howard,Chris Wilson,0,0,0,1,0,1
Karo Parisyan,Dong Hyun Kim,8,0,3,2,0,0
Jake O'Brien,Christian Wellisch,3,0,2,2,0,2
Dan Cramer,Matt Arroyo,0,0,0,1,0,1
Marcus Davis,Chris Lytle,7,0,2,5,0,8
John Hathaway,Tom Egan,0,0,0,0,0,0
Dan Henderson,Rich Franklin,3,0,2,11,0,2
Mauricio Rua,Mark Coleman,0,0,1,6,0,3
Eric Schafer,Antonio Mendes,2,0,2,0,0,1
Martin Kampmann,Alexandre Barros,4,0,1,0,0,0
Rousimar Palhares,Jeremy Horn,1,0,1,6,0,6
Alan Belcher,Denis Kang,4,0,3,0,0,0
Tomasz Drwal,Ivan Serati,0,0,1,0,0,0
Dennis Siver,Nate Mohr,1,0,3,1,0,2
Rashad Evans,Forrest Griffin,7,0,1,7,0,2
Yushin Okami,Dean Lister,6,0,1,4,0,1
Cheick Kongo,Mostapha Al-Turk,5,0,2,0,0,0
Antoni Hardonk,Mike Wessel,3,0,2,0,0,0
Matt Hamill,Reese Andy,4,0,2,0,0,1
Quinton Jackson,Wanderlei Silva,3,0,1,2,0,3
Frank Mir,Antonio Rodrigo Nogueira,9,0,3,2,0,0
CB Dollaway,Mike Massenzio,1,0,1,1,0,0
Brad Blackburn,Ryo Chonan,1,0,0,1,0,1
Pat Barry,Dan Evensen,0,0,0,0,0,1
Wilson Gouveia,Jason MacDonald,5,0,2,5,0,3
Junie Browning,David Kaplan,0,0,0,0,0,0
Anthony Johnson,Kevin Burns,2,0,2,2,0,0
Krzysztof Soszynski,Shane Primm,0,0,0,0,0,0
Tom Lawlor,Kyle Kingsbury,0,0,0,0,0,0
Efrain Escudero,Phillipe Nover,0,0,0,0,0,0
Ryan Bader,Vinny Magalhaes,0,0,0,0,0,0
Eliot Marshall,Jules Bruchez,0,0,0,0,0,0
Shane Nelson,George Roop,0,0,0,0,0,0
Rolando Delgado,John Polakowski,0,0,0,0,0,0
Ben Saunders,Brandon Wolff,2,0,0,0,0,0
Steve Cantwell,Razak Al-Hassan,0,0,0,0,0,0
Jim Miller,Matt Wiman,1,0,0,4,0,1
Steve Bruno,Johnny Rees,0,0,1,0,0,1
Josh Koscheck,Yoshiyuki Yoshida,9,0,3,1,0,0
Tim Credeur,Nate Loughran,1,0,0,1,0,0
Luigi Fioravanti,Brodie Farber,3,0,4,0,0,1
Mike Swick,Jonathan Goulet,7,0,1,4,0,3
Dale Hartt,Corey Hill,0,0,1,1,0,1
Justin McCully,Eddie Sanchez,1,0,1,3,0,2
Brock Lesnar,Randy Couture,1,0,1,13,0,5
Dustin Hazelett,Tamdan McCrory,4,0,2,2,0,1
Kenny Florian,Joe Stevenson,8,0,2,6,0,2
Demian Maia,Nate Quarry,3,0,0,5,0,1
Jeremy Stephens,Rafael Dos Anjos,2,0,2,0,0,0
Gabriel Gonzaga,Josh Hendricks,5,0,2,0,0,0
Aaron Riley,Jorge Gurgel,0,0,2,3,0,3
Mark Bocek,Alvin Robinson,1,0,2,1,0,2
Matt Brown,Ryan Thomas,1,0,1,0,0,1
Junior Dos Santos,Fabricio Werdum,0,0,0,2,0,1
Sean Sherk,Tyson Griffin,6,0,3,5,0,1
Thales Leites,Drew McFedries,4,0,1,3,0,3
Gray Maynard,Rich Clementi,3,0,1,5,0,3
Dan Miller,Matt Horwich,1,0,0,0,0,0
Anderson Silva,Patrick Cote,7,0,0,4,0,4
Spencer Fisher,Shannon Gugerty,6,0,3,1,0,0
Thiago Alves,Josh Koscheck,8,0,2,9,0,2
Pete Sell,Joshua Burkman,1,0,4,5,0,4
Hermes Franca,Marcus Aurelio,5,0,4,2,0,2
Dan Hardy,Akihiro Gono,0,0,0,1,0,0
Luiz Cane,Rameau Thierry Sokoudjou,1,0,1,1,0,1
Shane Carwin,Neil Wain,1,0,0,0,0,0
Chris Lytle,Paul Taylor,4,0,8,2,0,2
Marcus Davis,Paul Kelly,6,0,2,1,0,0
Michael Bisping,Chris Leben,6,0,1,8,0,3
David Bielkheden,Jess Liaudin,0,0,1,2,0,2
Keith Jardine,Brandon Vera,5,0,3,5,0,2
Terry Etim,Sam Stout,1,0,2,2,0,3
Per Eklund,Samy Schiavo,0,0,1,0,0,1
Jim Miller,David Baron,0,0,0,0,0,0
Alan Belcher,Ed Herman,3,0,3,3,0,3
Nate Diaz,Josh Neer,4,0,0,3,0,3
Clay Guida,Mac Danzig,3,0,3,2,0,0
Alessio Sakara,Joe Vedepo,3,0,5,0,0,0
Joe Lauzon,Kyle Bradley,3,0,1,0,0,1
Jason Brilz,Brad Morris,0,0,0,0,0,1
Wilson Gouveia,Ryan Jensen,4,0,2,0,0,2
Eric Schafer,Houston Alexander,1,0,2,2,0,2
Mike Massenzio,Drew McFedries,0,0,0,3,0,2
Dan Miller,Rob Kimmons,0,0,0,1,0,0
Tim Boetsch,Michael Patt,1,0,1,0,0,0
Rashad Evans,Chuck Liddell,6,0,1,16,0,4
Jason MacDonald,Jason Lambert,4,0,3,4,0,3
Dong Hyun Kim,Matt Brown,1,0,0,1,0,0
Rich Franklin,Matt Hamill,10,0,2,4,0,1
Kurt Pellegrino,Thiago Tavares,3,0,3,3,0,2
Nate Marquardt,Martin Kampmann,5,0,2,4,0,0
Dan Henderson,Rousimar Palhares,2,0,2,1,0,0
Ryo Chonan,Roan Carneiro,0,0,1,2,0,2
Rob Emerson,Manvel Gamburyan,1,0,1,2,0,1
Demian Maia,Jason MacDonald,2,0,0,4,0,2
Jon Jones,Andre Gusmao,0,0,0,0,0,0
Kenny Florian,Roger Huerta,7,0,2,6,0,0
Tamdan McCrory,Luke Cummo,1,0,1,3,0,3
Brock Lesnar,Heath Herring,0,0,1,2,0,2
Georges St-Pierre,Jon Fitch,10,0,2,8,0,0
Cheick Kongo,Dan Evensen,4,0,2,0,0,0
Ben Saunders,Ryan Thomas,1,0,0,0,0,0
Chris Wilson,Steve Bruno,0,0,1,0,0,0
Brandon Vera,Reese Andy,4,0,2,0,0,0
Anderson Silva,James Irvin,6,0,0,4,0,3
Cain Velasquez,Jake O'Brien,1,0,0,3,0,1
Tim Credeur,Cale Yarbrough,0,0,0,0,0,0
Rory Markham,Brodie Farber,0,0,0,0,0,0
CB Dollaway,Jesse Taylor,0,0,1,0,0,0
Frankie Edgar,Hermes Franca,3,0,1,5,0,3
Nate Loughran,Johnny Rees,0,0,0,0,0,0
Kevin Burns,Anthony Johnson,1,0,0,2,0,1
Shannon Gugerty,Dale Hartt,0,0,0,0,0,0
Brad Blackburn,James Giboo,0,0,0,0,0,0
Joe Stevenson,Gleison Tibau,5,0,2,3,0,2
Patrick Cote,Ricardo Almeida,3,0,4,2,0,2
Melvin Guillard,Dennis Siver,3,0,3,1,0,2
Cole Miller,Jorge Gurgel,2,0,1,3,0,2
Forrest Griffin,Quinton Jackson,6,0,2,3,0,0
Tyson Griffin,Marcus Aurelio,4,0,1,2,0,1
Josh Koscheck,Chris Lytle,8,0,2,4,0,7
Gabriel Gonzaga,Justin McCully,4,0,2,1,0,0
Justin Buchholz,Corey Hill,0,0,1,1,0,0
Dustin Hazelett,Joshua Burkman,3,0,2,5,0,3
Matt Brown,Matt Arroyo,0,0,0,1,0,0
Kendall Grove,Evan Tanner,3,0,2,11,0,5
Diego Sanchez,Luigi Fioravanti,7,0,2,3,0,3
Matthew Riddle,Dante Rivera,0,0,0,0,0,0
Amir Sadollah,CB Dollaway,0,0,0,0,0,0
Spencer Fisher,Jeremy Stephens,5,0,3,2,0,1
Drew McFedries,Marvin Eastman,2,0,2,1,0,3
Dean Lister,Jeremy Horn,3,0,1,6,0,5
Rob Kimmons,Rob Yundt,0,0,0,0,0,1
Martin Kampmann,Jorge Rivera,3,0,0,4,0,4
Mike Swick,Marcus Davis,6,0,1,6,0,1
Michael Bisping,Jason Day,5,0,1,1,0,0
Fabricio Werdum,Brandon Vera,1,0,1,4,0,1
Matt Wiman,Thiago Tavares,3,0,1,3,0,1
Thiago Alves,Matt Hughes,7,0,2,15,0,4
Thales Leites,Nate Marquardt,3,0,1,5,0,1
Kevin Burns,Roan Carneiro,0,0,0,2,0,1
Luiz Cane,Jason Lambert,0,0,1,4,0,2
Paul Taylor,Jess Liaudin,1,0,2,2,0,1
Antoni Hardonk,Eddie Sanchez,2,0,2,3,0,1
Rich Clementi,Terry Etim,4,0,3,1,0,1
Wanderlei Silva,Keith Jardine,1,0,3,5,0,2
Rousimar Palhares,Ivan Salaverry,0,0,0,3,0,3
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,0,0,1,0,0,1
BJ Penn,Sean Sherk,8,0,4,6,0,2
Lyoto Machida,Tito Ortiz,4,0,0,14,0,6
Goran Reljic,Wilson Gouveia,0,0,0,4,0,1
Thiago Silva,Antonio Mendes,3,0,0,0,0,0
Yoshiyuki Yoshida,War Machine,0,0,0,1,0,0
Dong Hyun Kim,Jason Tan,0,0,0,0,0,1
Shane Carwin,Christian Wellisch,0,0,0,2,0,1
Jason Day,Alan Belcher,0,0,0,3,0,2
Georges St-Pierre,Matt Serra,9,0,2,6,0,4
Mac Danzig,Mark Bocek,1,0,0,1,0,1
Michael Bisping,Charles McCarthy,4,0,1,1,0,1
Rich Franklin,Travis Lutter,9,0,2,2,0,3
Demian Maia,Ed Herman,1,0,0,3,0,2
Jason MacDonald,Joe Doerksen,3,0,2,1,0,4
Nate Quarry,Kalib Starnes,4,0,1,2,0,2
Cain Velasquez,Brad Morris,0,0,0,0,0,0
Rich Clementi,Sam Stout,3,0,3,2,0,2
Jonathan Goulet,Kuniyoshi Hironaka,3,0,3,1,0,2
Matt Hamill,Tim Boetsch,3,0,1,1,0,0
Marcus Aurelio,Ryan Roberts,1,0,1,0,0,0
James Irvin,Houston Alexander,3,0,3,2,0,1
Thiago Alves,Karo Parisyan,6,0,2,8,0,2
Kenny Florian,Joe Lauzon,6,0,2,3,0,0
Gray Maynard,Frankie Edgar,2,0,1,3,0,0
Nate Diaz,Kurt Pellegrino,3,0,0,3,0,2
Josh Neer,Din Thomas,2,0,3,5,0,3
Clay Guida,Samy Schiavo,2,0,3,0,0,0
Manvel Gamburyan,Jeff Cox,1,0,1,0,0,1
Anthony Johnson,Tommy Speer,1,0,1,0,0,1
George Sotiropoulos,Roman Mitichyan,1,0,0,1,0,0
Josh Koscheck,Dustin Hazelett,7,0,2,3,0,1
Luigi Fioravanti,Luke Cummo,2,0,3,3,0,2
Jon Fitch,Chris Wilson,7,0,0,0,0,0
Chris Leben,Alessio Sakara,7,0,3,3,0,4
Heath Herring,Cheick Kongo,1,0,2,4,0,1
Andrei Arlovski,Jake O'Brien,9,0,4,3,0,0
Anderson Silva,Dan Henderson,5,0,0,2,0,1
Yushin Okami,Evan Tanner,5,0,1,11,0,4
Diego Sanchez,David Bielkheden,6,0,2,0,0,0
Jorge Gurgel,John Halverson,2,0,2,0,0,1
Nate Marquardt,Jeremy Horn,4,0,1,6,0,4
Ricardo Almeida,Rob Yundt,1,0,2,0,0,0
Antonio Rodrigo Nogueira,Tim Sylvia,1,0,0,9,0,3
Marvin Eastman,Terry Martin,0,0,3,2,0,3
Tim Boetsch,David Heath,0,0,0,2,0,2
Frank Mir,Brock Lesnar,8,0,3,0,0,0
Tyson Griffin,Gleison Tibau,3,0,1,3,0,1
Chris Lytle,Kyle Bradley,3,0,7,0,0,0
Rob Emerson,Keita Nakamura,0,0,1,0,0,2
Patrick Cote,Drew McFedries,2,0,4,2,0,1
Nate Diaz,Alvin Robinson,2,0,0,1,0,1
Kurt Pellegrino,Alberto Crane,2,0,2,0,0,1
Thiago Tavares,Michihiro Omigawa,2,0,1,0,0,1
Gray Maynard,Dennis Siver,1,0,1,1,0,1
Corey Hill,Joe Veres,0,0,0,0,0,1
Jeremy Stephens,Cole Miller,1,0,1,2,0,0
Mike Swick,Joshua Burkman,5,0,1,5,0,2
Matt Wiman,Justin Buchholz,2,0,1,0,0,0
Marcus Davis,Jess Liaudin,5,0,1,2,0,0
BJ Penn,Joe Stevenson,7,0,4,5,0,1
Alessio Sakara,James Lee,2,0,4,0,0,0
Antoni Hardonk,Colin Robinson,1,0,2,0,0,1
Fabricio Werdum,Gabriel Gonzaga,0,0,1,4,0,1
Paul Kelly,Paul Taylor,0,0,0,1,0,1
Jorge Rivera,Kendall Grove,3,0,4,3,0,1
Wilson Gouveia,Jason Lambert,3,0,1,4,0,1
Sam Stout,Per Eklund,1,0,2,0,0,0
Manvel Gamburyan,Nate Mohr,0,0,1,1,0,1
Lyoto Machida,Rameau Thierry Sokoudjou,3,0,0,0,0,0
Chuck Liddell,Wanderlei Silva,15,0,4,1,0,2
Georges St-Pierre,Matt Hughes,8,0,2,15,0,3
Dean Lister,Jordan Radev,2,0,1,0,0,1
Rich Clementi,Melvin Guillard,2,0,3,3,0,2
James Irvin,Luiz Cane,2,0,3,0,0,0
Eddie Sanchez,Soa Palelei,2,0,1,0,0,0
Roan Carneiro,Tony DeSouza,1,0,1,3,0,2
Mark Bocek,Doug Evans,0,0,1,0,0,1
Roman Mitichyan,Dorian Price,0,0,0,0,0,0
War Machine,Jared Rollins,0,0,0,0,0,0
Troy Mandaloniz,Richie Hightower,0,0,0,0,0,0
Matt Arroyo,John Kolosci,0,0,0,0,0,0
Ben Saunders,Dan Barrera,0,0,0,0,0,0
Mac Danzig,Tommy Speer,0,0,0,0,0,0
Roger Huerta,Clay Guida,5,0,0,2,0,2
George Sotiropoulos,Billy Miles,0,0,0,0,0,0
Jonathan Goulet,Paul Georgieff,2,0,3,0,0,0
Ed Herman,Joe Doerksen,2,0,2,1,0,3
Frankie Edgar,Spencer Fisher,2,0,0,5,0,2
Thiago Silva,Houston Alexander,2,0,0,2,0,0
Marcus Aurelio,Luke Caudillo,0,0,1,0,0,1
Joe Lauzon,Jason Reinhardt,2,0,0,0,0,0
Thiago Alves,Chris Lytle,5,0,2,3,0,6
Rashad Evans,Michael Bisping,5,0,1,4,0,0
Karo Parisyan,Ryo Chonan,7,0,2,0,0,0
Akihiro Gono,Tamdan McCrory,0,0,0,1,0,0
Tim Sylvia,Brandon Vera,8,0,3,4,0,0
Yushin Okami,Jason MacDonald,4,0,1,3,0,1
Joshua Burkman,Forrest Petz,4,0,2,2,0,2
Alvin Robinson,Jorge Gurgel,0,0,1,2,0,1
Anderson Silva,Rich Franklin,4,0,0,9,0,1
Demian Maia,Ryan Jensen,0,0,0,0,0,1
Stephan Bonnar,Eric Schafer,4,0,3,1,0,1
Alan Belcher,Kalib Starnes,2,0,2,2,0,1
Matt Grice,Jason Black,0,0,1,0,0,1
Rich Clementi,Anthony Johnson,1,0,3,1,0,0
Jeremy Stephens,Diego Saraiva,0,0,1,0,0,2
Jon Fitch,Diego Sanchez,6,0,0,6,0,1
Forrest Griffin,Mauricio Rua,5,0,2,0,0,0
Lyoto Machida,Kazuhiro Nakamura,2,0,0,0,0,0
Christian Wellisch,Scott Junk,1,0,1,0,0,0
Keith Jardine,Chuck Liddell,4,0,2,15,0,3
Tyson Griffin,Thiago Tavares,2,0,1,2,0,0
Matt Wiman,Michihiro Omigawa,1,0,1,0,0,0
Kenny Florian,Din Thomas,5,0,2,5,0,2
Chris Leben,Terry Martin,6,0,3,2,0,2
Gray Maynard,Joe Veres,0,0,1,0,0,0
Thiago Alves,Kuniyoshi Hironaka,4,0,2,1,0,1
Cole Miller,Leonard Garcia,1,0,0,1,0,1
Luke Cummo,Edilberto de Oliveira,2,0,2,0,0,1
Nate Quarry,Pete Sell,3,0,1,1,0,3
Nate Diaz,Junior Assuncao,1,0,0,1,0,1
Dustin Hazelett,Jonathan Goulet,2,0,1,2,0,2
Houston Alexander,Alessio Sakara,1,0,0,2,0,3
Thiago Silva,Tomasz Drwal,1,0,0,0,0,0
Cheick Kongo,Mirko Filipovic,3,0,1,1,0,1
Michael Bisping,Matt Hamill,3,0,0,3,0,0
Dennis Siver,Naoyuki Kotani,0,0,1,0,0,1
Gleison Tibau,Terry Etim,2,0,1,1,0,0
Marcus Davis,Paul Taylor,4,0,1,1,0,0
Jess Liaudin,Anthony Torres,1,0,0,1,0,0
Quinton Jackson,Dan Henderson,2,0,0,2,0,0
Roger Huerta,Alberto Crane,4,0,0,0,0,0
Renato Sobral,David Heath,5,0,4,2,0,1
Patrick Cote,Kendall Grove,1,0,4,3,0,0
Randy Couture,Gabriel Gonzaga,12,0,5,4,0,0
Frank Mir,Antoni Hardonk,7,0,3,1,0,1
Georges St-Pierre,Josh Koscheck,7,0,2,7,0,1
Joe Stevenson,Kurt Pellegrino,4,0,1,2,0,1
Clay Guida,Marcus Aurelio,1,0,2,0,0,0
Thales Leites,Ryan Jensen,2,0,1,0,0,0
Anderson Silva,Nate Marquardt,3,0,0,4,0,0
Rashad Evans,Tito Ortiz,5,0,0,14,0,5
Kenny Florian,Alvin Robinson,4,0,2,0,0,0
Antonio Rodrigo Nogueira,Heath Herring,0,0,0,1,0,1
Chris Lytle,Jason Gilliam,2,0,6,0,0,1
Sean Sherk,Hermes Franca,5,0,2,5,0,2
Jorge Gurgel,Diego Saraiva,1,0,1,0,0,1
Stephan Bonnar,Mike Nickels,3,0,3,1,0,0
Frankie Edgar,Mark Bocek,1,0,0,0,0,0
Roger Huerta,Doug Evans,3,0,0,0,0,0
Leonard Garcia,Allen Berube,0,0,1,0,0,0
Gray Maynard,Rob Emerson,0,0,0,0,0,0
Thales Leites,Floyd Sword,1,0,1,0,0,0
Nate Diaz,Manvel Gamburyan,0,0,0,0,0,0
BJ Penn,Jens Pulver,6,0,4,6,0,2
Matt Wiman,Brian Geraghty,0,0,1,0,0,0
